000 1 0 11111111111111111111111111111111111111111111111111 
000 1 1 011001001101010100000001101100011000
000 1 2 011000010101101001110110101101111011
000 1 3 101001001001110101000111011101001100
000 1 4 001000010101110101101111011101011100
000 1 5 001000011001010100000001101101001100
000 1 6 111000010101001101111110101101011000
000 1 7 000000010101010100000010101010111111
000 1 8 000000010101101010010111000000100011
000 1 9 000001001001111111001011001100101100
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
000 1 0 00000000000000000000000000000000000000000000000000 
001 2 0 11111111111111111111111111111111111111111111111111 
001 2 1 011000010101011100111010001110010000
001 2 2 011000011001000011000101101100110100
001 2 3 010001001001011000100111000110011010
001 2 4 110000010101101011010010010100001000
001 2 5 001001001101010111110001101100100011
001 2 6 001000011001001010000101111100100110
001 2 7 001001001001101101101111010010100111
001 2 8 000001001101011011110001110010010001
001 2 9 000000100001101110111101010010100001
001 2 10 000001001001110101001110110000101011
001 2 11 000000010101000010111011011011011011
001 2 12 111000100101001011000101000001010000
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
001 2 0 00000000000000000000000000000000000000000000000000 
010 3 0 11111111111111111111111111111111111111111111111111 
010 3 1 011000011101101011110001011011010001
010 3 2 011000010101010010011010100100100010
010 3 3 011000011001100100100001110100100001
010 3 4 100000010101010101111111001001110000
010 3 5 011001001001010011100011011011011001
010 3 6 010001001001101000010101111101111001
010 3 7 101000010101100000010110110000001001
010 3 8 001000010101111000111110010110100010
010 3 9 001001001101101110000101100111100100
010 3 10 001001001001010010011010101001101011
010 3 11 001001001001101111101010111011110100
010 3 12 110000100001110110111001010001110010
010 3 13 001001001001101010011010001100100110
010 3 14 001000101101010100111100101011011001
010 3 15 001001001001101111100010001100111101
010 3 16 001000011001011101111001101100000101
010 3 17 001000010101010011011010111111000100
010 3 18 001000010101101000001101111110011100
010 3 19 111001001001111100111011011110011100
010 3 20 000001001001010001111110100011101111
010 3 21 000000010101100000010111001001100100
010 3 22 111000010101000101111110110101011111
010 3 23 000000100101111000101000111010111010
010 3 24 000001001001111101001111011111010101
010 3 25 000000100101000101111100111100101110
010 3 26 000000010101101001000010001101101100
010 3 27 000001001001100110101110110011000001
010 3 28 111001010001010010011001010111000000
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
010 3 0 00000000000000000000000000000000000000000000000000 
011 4 0 11111111111111111111111111111111111111111111111111 
011 4 1 100001001001110000111111010000101001
011 4 2 011001001001110000001001111101000000
011 4 3 011000011001110110101101101010111111
011 4 4 011000011001110010101101101010110011
011 4 5 011000100001101111001001010011000100
011 4 6 011001001101101111110101110101101010
011 4 7 011001001001100010100010010111100010
011 4 8 100001001001110101101110111000001110
011 4 9 011001001001111110101010010110010010
011 4 10 011001010101110110110101000111100100
011 4 11 010000010101100011100010011010111101
011 4 12 101000011101100110111101011100100011
011 4 13 101001001101110111000001101011010011
011 4 14 101001001001110111101010101100101110
011 4 15 010000010101100010010011000110011100
011 4 16 101000010101110111001110111010011101
011 4 17 001001001001110111000010111010101111
011 4 18 001001001101101010001101101101110011
011 4 19 001001001001100100001010001111000110
011 4 20 000000011001110000011101110110100010
011 4 21 000000010101110000010010101010000100
011 4 22 111001001101101000111101110000011111
011 4 23 111001011001001100011000111010110110
011 4 24 111000011001100111000101101101001100
011 4 25 111000010101101111001010101100110101
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
011 4 0 00000000000000000000000000000000000000000000000000 
100 5 0 11111111111111111111111111111111111111111111111111 
100 5 1 011001001101000001100001101000110100
100 5 2 101000010101001100001110110100001100
100 5 3 010001011001111110101001000001011000
100 5 4 101000010101100010110010001100000010
100 5 5 101001010101001000011001000110101100
100 5 6 110001001001001010111110110011000001
100 5 7 110001010101001000111001001101000100
100 5 8 000001001001110010000110111101010000
100 5 9 000001001001000010110110001110000001
100 5 10 111001001101110100010001101100011000
100 5 11 111001001001100010101110001101010100
100 5 12 000001001001001100010010110011111010
100 5 13 000001001001100111001111000101101100
100 5 14 111001001001111100011010001001010111
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
100 5 0 00000000000000000000000000000000000000000000000000 
101 6 0 11111111111111111111111111111111111111111111111111 
101 6 1 011000100101111000111101000000111001
101 6 2 011001001001111110110110101100001100
101 6 3 011000101001101000100000110011001001
101 6 4 011001001101111000110001111000101101
101 6 5 011000101101000100101100100111000101
101 6 6 011000100001110111100001010011110010
101 6 7 010000010101110010000010010100001000
101 6 8 010000010101111000011110101100110101
